rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,month,year
2,spotify:track:2hHC2jw8qiE4IAPDGjU4Fu,Finesse /  Shiva /  Sfera Ebbasta /  Guè /  Drillionaire,Gelosa (feat. Shiva /  Sfera Ebbasta /  Guè),Epic,2,4,11,3022466,5,2023
3,spotify:track:7Da5kjy5GByLHE5OPQ4tpg,Geolier /  Marracash,IL MALE CHE MI FAI (feat. Marracash),Columbia,1,1,5,2988473,5,2023
4,spotify:track:6ds6kgkB0qRSpSnxcBomCO,BLANCO /  Mina,Un Briciolo Di Allegria (con MINA),Universal Music Italia srL.,2,2,4,2737967,5,2023
5,spotify:track:5x9LonDyHxGUO2VzfHJHLE,Geolier,COME VUOI,Columbia,5,6,18,2374747,5,2023
1,spotify:track:3VtGh8xE9qRsFyY2Uj1WG3,Tedua /  Sfera Ebbasta,Hoe (feat. Sfera Ebbasta),Epic,1,-1,1,6951349,6,2023
2,spotify:track:5omIW7YOPhA6CULhkdz6jE,Tedua /  Baby Gang /  Kid Yugi,Paradiso Artificiale (feat. Baby Gang & Kid Yugi),Epic,2,-1,1,4566874,6,2023
3,spotify:track:3myPe2jZvDbPoNXY7v2TU0,Tedua,Malamente,Epic,3,-1,1,4343062,6,2023
4,spotify:track:1K9qAxGT4cWUicf2OezSen,AVA /  ANNA /  Capo Plaza,VETRI NERI,Warner Music,1,1,3,3899670,6,2023
5,spotify:track:708IwQiqAhZMMpLQr41YkD,Tedua /  Lazza,Volgare (feat. Lazza),Epic,5,-1,1,3667611,6,2023
1,spotify:track:1K9qAxGT4cWUicf2OezSen,AVA /  ANNA /  Capo Plaza,VETRI NERI,Warner Music,1,3,7,4733123,7,2023
2,spotify:track:3VtGh8xE9qRsFyY2Uj1WG3,Tedua /  Sfera Ebbasta,Hoe (feat. Sfera Ebbasta),Epic,1,1,5,4526223,7,2023
3,spotify:track:6tP2AFUZkz4PuUfssawUBn,Drillionaire /  Lazza /  BLANCO /  Sfera Ebbasta /  Michelangelo,BON TON (feat. Lazza /  Blanco /  Sfera Ebbasta & Michelangelo),Universal Music Italia srL.,2,2,2,4416025,7,2023
4,spotify:track:5MmCEVccxedh3clyDoxubA,Drillionaire /  Sfera Ebbasta /  Shiva,90 SPECIAL (feat. Sfera Ebbasta & Shiva),Universal Music Italia srL.,4,-1,1,3383441,7,2023
5,spotify:track:3QAU2pj4LUKf7yaTgANlQV,The Kolors,ITALODISCO,Warner Music,5,10,6,3019017,7,2023
1,spotify:track:1K9qAxGT4cWUicf2OezSen,AVA /  ANNA /  Capo Plaza,VETRI NERI,Warner Music,1,1,12,3970539,8,2023
2,spotify:track:3QAU2pj4LUKf7yaTgANlQV,The Kolors,ITALODISCO,Warner Music,2,2,11,3325234,8,2023
3,spotify:track:6tP2AFUZkz4PuUfssawUBn,Drillionaire /  Lazza /  BLANCO /  Sfera Ebbasta /  Michelangelo,BON TON (feat. Lazza /  Blanco /  Sfera Ebbasta & Michelangelo),Universal Music Italia srL.,2,3,7,3238580,8,2023
4,spotify:track:2qrCResILkL1JFeRBrv3qA,Alfa,bellissimissima <3,Artist First,4,5,13,2983417,8,2023
5,spotify:track:3VtGh8xE9qRsFyY2Uj1WG3,Tedua /  Sfera Ebbasta,Hoe (feat. Sfera Ebbasta),Epic,1,4,10,2869965,8,2023
1,spotify:track:1K9qAxGT4cWUicf2OezSen,AVA /  ANNA /  Capo Plaza,VETRI NERI,Warner Music,1,1,16,3125847,9,2023
